Soil Type,Average Temperature (°C),Average Rainfall (mm),Sunlight Hours (hours),Historical Crop Yields,Predicted Crop Type,Predicted Crop Yield,Confidence Score for Prediction
Sandy soil,26.47049349,512.7833667,8.903152455,1.99095527,Pulses,Low,0.5225754703
Loamy soil,30.20240894,667.6301998,4.422349834,2.757905563,Commercial,Low,0.9585373672
Sandy soil,17.00928058,2297.168933,8.954176275,1.550676849,Pulses,High,0.8659998322
Black soil,32.10403728,1360.873768,5.549598055,3.33476529,Commercial,High,0.6732286775
Loamy soil,18.00938852,795.8650592,5.464914809,1.453989092,Cereal,High,0.9304403304
Black soil,16.82441216,2632.959088,10.09978114,4.623557222,Pulses,Medium,0.84758251
Red soil,25.3972403,1897.529384,8.285719789,3.569471887,Fruit/Vegetable,Low,0.6787038733
Red soil,18.33346385,974.6891379,11.4510246,4.958215407,Pulses,Low,0.6400439088
Loamy soil,37.03047281,1553.092917,4.967896306,4.99672142,Cereal,Low,0.6975777405
Black soil,36.09057004,1248.713606,6.105607982,4.769128392,Pulses,High,0.9949445822
Red soil,35.95688153,2665.198082,10.49843925,2.47454931,Pulses,Medium,0.9301142701
Red soil,21.13287785,2386.790585,9.383739895,1.06355272,Fruit/Vegetable,Medium,0.8014836067
Sandy soil,26.70567388,2769.037651,11.42253055,1.922848919,Fruit/Vegetable,Low,0.613848645
Loamy soil,18.18503324,2426.907148,4.760727437,3.202840789,Cereal,Medium,0.6150304828
Black soil,37.47987341,675.7598011,4.710411266,4.924737886,Cereal,Low,0.5278468324
Clayey soil,28.13139321,2073.597048,5.962323244,2.784969056,Cereal,Medium,0.7407053132
Clayey soil,21.74433759,2965.71276,10.11990031,4.662407485,Cereal,High,0.6483037092
Sandy soil,24.32246699,2111.096456,4.53379883,3.81576819,Cereal,Medium,0.9255905828
Clayey soil,27.4164213,2163.559448,8.656822391,1.446963266,Fruit/Vegetable,High,0.957270738
Sandy soil,32.97008774,2865.503202,5.672563579,1.175904716,Pulses,Low,0.5454787648
Clayey soil,37.20411923,2255.19694,9.953823396,3.08944098,Commercial,Low,0.7003299322
Clayey soil,19.75553608,624.5918124,6.194359247,1.855734345,Fruit/Vegetable,High,0.8348128371
Clayey soil,36.40923832,2491.208323,6.277583284,1.072563086,Fruit/Vegetable,High,0.7660531611
Clayey soil,38.86478329,2254.855748,9.935700102,3.017904616,Commercial,High,0.8647775734
Red soil,17.47961763,2176.206774,5.728875527,2.891775989,Fruit/Vegetable,High,0.5790933898
Loamy soil,37.59280867,2762.730067,10.66667106,2.206343284,Cereal,Medium,0.9166870056
Black soil,20.45247551,1129.245029,7.835310312,3.755571659,Cereal,High,0.875933093
Sandy soil,15.06128554,1673.679228,9.923747633,3.783330537,Pulses,High,0.7840727055
Loamy soil,38.73257108,1149.626321,5.784974623,2.204187272,Cereal,High,0.8612546175
Black soil,28.5249165,1844.858151,8.482252156,4.036775203,Fruit/Vegetable,Medium,0.6553580143
Sandy soil,30.98449435,2116.182516,9.939212929,1.107771934,Pulses,Medium,0.6740523926
Red soil,18.26156432,2324.620679,5.639691882,2.091413377,Fruit/Vegetable,Medium,0.9298276791
Black soil,35.46636401,1695.423802,10.97786906,4.563063309,Commercial,High,0.8141586156
Black soil,24.15048189,1704.690857,10.11489665,2.960722899,Commercial,Medium,0.6301932872
Red soil,23.8196674,1845.483363,8.42380561,2.77299729,Pulses,High,0.5227650364
Red soil,29.0494775,712.6803484,8.633957905,2.630608137,Pulses,High,0.7188267214
Loamy soil,17.06283848,543.4787195,9.659871033,3.815186285,Cereal,Medium,0.6283171334
Loamy soil,17.73169627,2398.986819,9.00216801,2.608565001,Cereal,Medium,0.9587339558
Red soil,18.38720113,938.1409805,4.082116712,3.733524589,Cereal,Medium,0.7226813299
Loamy soil,38.74763929,2258.98041,10.11029956,1.748540243,Commercial,Medium,0.6695707561
Red soil,20.95437821,2500.307846,9.340876879,1.885492266,Pulses,Low,0.7912428912
Loamy soil,37.76304787,1865.28863,11.74278217,2.7316699,Commercial,Low,0.5801907502
Clayey soil,17.06725599,918.9953988,8.153499008,3.135878723,Pulses,High,0.951631563
Clayey soil,35.64576671,1527.338855,4.442663623,1.063702669,Commercial,Low,0.5568527773
Loamy soil,22.7017025,660.7280465,11.77539464,3.099290878,Commercial,Medium,0.9654471265
Loamy soil,37.50209566,1947.848498,6.986873442,2.584953951,Fruit/Vegetable,Low,0.7871400895
Loamy soil,32.47109619,2152.705018,9.110252147,3.034179489,Cereal,Medium,0.9773835651
Black soil,34.83760717,1415.048787,4.046714959,3.930072839,Commercial,Low,0.5017289294
Clayey soil,37.80015903,1390.758231,8.697965325,4.387211192,Pulses,Low,0.8724454059
Black soil,24.76994578,1003.650804,9.708954004,1.580086662,Cereal,Medium,0.7681629497
Clayey soil,32.44017609,1894.011854,9.617478393,2.337901975,Pulses,Low,0.8749941366
Sandy soil,29.2809038,1949.177923,9.222699742,4.242803802,Fruit/Vegetable,Medium,0.9919978329
Loamy soil,28.85956805,585.9310133,6.821914714,3.364502488,Fruit/Vegetable,High,0.6413371405
Black soil,24.33333532,636.7571159,8.058396117,3.777575681,Cereal,High,0.6348561963
Black soil,34.81551162,2380.315412,8.518061216,1.237191479,Cereal,Medium,0.6139335682
Loamy soil,17.02441721,2800.466326,4.421709432,2.938895344,Commercial,High,0.8928864549
Clayey soil,38.80486919,1088.612169,10.18069314,3.863983988,Cereal,Low,0.9132024238
Sandy soil,20.1486792,789.8065234,9.322792178,4.93200545,Pulses,Low,0.5296314292
Black soil,30.56325259,1430.025425,4.074012124,3.872116931,Cereal,Medium,0.7715662151
Black soil,15.80895054,988.2553998,9.018124093,2.512970846,Cereal,High,0.8516405423
Loamy soil,18.22626088,1319.243107,5.138044598,4.914705613,Cereal,Medium,0.6428138597
Clayey soil,16.1809474,2126.605452,8.025524647,4.176385769,Commercial,High,0.8207382267
Clayey soil,18.83521054,547.3367045,6.4952085,4.316609039,Cereal,Low,0.8124490466
Sandy soil,17.85379413,1637.664044,10.35104703,2.347630624,Commercial,High,0.9538928671
Sandy soil,29.19139233,817.9352704,5.110534178,4.389806061,Cereal,Medium,0.7940853116
Clayey soil,35.20995377,1931.319691,4.0726324,1.600314503,Fruit/Vegetable,Medium,0.7495265665
Clayey soil,25.26982092,674.8882677,8.473341149,1.687244969,Cereal,Medium,0.5131509533
Loamy soil,15.06425171,1893.2601,5.318883361,1.795963814,Commercial,Medium,0.7513602286
Black soil,23.4436693,1844.204922,4.881657662,1.348828947,Commercial,Low,0.7044019727
Clayey soil,30.54769434,1297.188919,8.797058172,4.042930921,Fruit/Vegetable,Medium,0.7713726676
Clayey soil,19.6621275,1150.972729,6.692820393,3.042038751,Cereal,High,0.6659792756
Red soil,33.67096286,1411.549698,7.138879347,1.642671407,Commercial,Medium,0.8699619909
Clayey soil,28.55021798,2107.365018,4.370868975,4.613134423,Commercial,Medium,0.5508455072
Red soil,37.91712785,669.3626765,10.95268805,1.88898288,Cereal,Medium,0.7200617398
Loamy soil,21.11076404,2540.684057,9.795787854,1.877211826,Fruit/Vegetable,Low,0.9179021461
Black soil,37.99238634,2825.929432,10.66006278,4.560813828,Commercial,Low,0.7587887954
Red soil,22.4254473,1147.817187,8.391553741,1.34449946,Pulses,Medium,0.6900371203
Loamy soil,15.22680374,2516.049829,4.651637149,3.668694139,Commercial,High,0.6512371907
Loamy soil,36.6655728,2207.053654,8.002032933,1.886186574,Cereal,Low,0.6768781374
Black soil,36.60649403,1806.930224,11.33448515,4.653445801,Commercial,Low,0.6507357132
Sandy soil,30.79598073,1483.774715,10.97427089,3.139490728,Commercial,Low,0.8463761051
Loamy soil,28.69016718,1249.267001,11.09335946,4.933750149,Cereal,Medium,0.5418346444
Loamy soil,38.09815529,1088.359607,7.854174681,2.734312808,Commercial,Low,0.8746173133
Black soil,16.60485076,2255.24684,4.570508218,3.06931145,Fruit/Vegetable,Low,0.5784545265
Clayey soil,26.91754262,1942.713307,8.467794525,3.760205364,Cereal,Medium,0.821167138
Clayey soil,36.10059272,2162.462202,10.55863873,1.326887802,Cereal,Medium,0.9930330195
Black soil,37.67339953,1138.735311,10.6618777,2.246040616,Pulses,High,0.5613914214
Loamy soil,16.29371748,813.5986337,5.714928854,2.066466214,Fruit/Vegetable,Medium,0.7831254057
Loamy soil,38.04164846,744.2499536,9.402687698,3.620524465,Commercial,High,0.836670771
Loamy soil,16.74179149,1993.163768,11.46268721,2.194158122,Commercial,Low,0.7811911636
Clayey soil,27.61927495,2595.164573,8.883241619,2.368335574,Pulses,Low,0.7943306276
Sandy soil,33.59134924,1611.139467,6.456865558,4.297940427,Cereal,Low,0.9732647157
Black soil,38.64874284,1989.405241,11.92319288,2.438859248,Fruit/Vegetable,High,0.5618294698
Black soil,34.88879958,1640.375789,10.61057631,2.689973342,Fruit/Vegetable,High,0.6416172211
Loamy soil,27.25236184,1386.72706,8.39689237,3.291616244,Cereal,Low,0.6304049824
Sandy soil,30.8498749,1164.268369,9.171472052,2.218350061,Commercial,Low,0.776632301
Red soil,31.7183008,726.1970765,6.644122268,2.394755933,Commercial,Low,0.5955899412
Black soil,21.9233798,1401.867506,11.6816272,1.225578824,Pulses,Medium,0.5270992852
Black soil,20.90700703,1080.21961,4.648294414,2.53639048,Cereal,Low,0.5276306549
Black soil,20.9726079,2097.379422,8.814868184,2.503202158,Commercial,Low,0.5961694374
Clayey soil,20.82601163,2652.009014,5.552020758,4.157245477,Fruit/Vegetable,Medium,0.5985073304
Red soil,32.10524518,1062.145125,8.857025326,4.034997376,Commercial,Medium,0.9124537492
Loamy soil,31.61193995,2434.840246,8.163664054,4.892109879,Pulses,High,0.7373455167
Red soil,35.43149011,2838.21029,6.892450714,1.384308826,Cereal,Low,0.7176865987
Sandy soil,28.19194271,807.7389285,5.708547195,4.775809014,Fruit/Vegetable,Medium,0.7443535316
Sandy soil,26.8731092,1964.676551,7.357559737,4.291751371,Pulses,Medium,0.7961334414
Red soil,35.21963401,687.1661839,4.747538689,3.351475883,Fruit/Vegetable,High,0.7408496419
Clayey soil,18.19791995,1747.17702,7.518931905,2.340515678,Pulses,Medium,0.6816173457
Loamy soil,35.09439922,2483.591673,9.002743859,2.218738596,Pulses,High,0.5738323184
Loamy soil,31.79470655,2842.975281,6.981352837,4.014950156,Pulses,Low,0.5495192916
Loamy soil,22.87283947,1898.38408,9.22970985,4.889614907,Fruit/Vegetable,Low,0.6121029519
Black soil,30.61072916,1815.994902,8.700742306,2.563563168,Pulses,High,0.547019575
Black soil,33.95429793,2903.97679,6.123821305,4.537418701,Fruit/Vegetable,Medium,0.8633216808
Clayey soil,36.55060939,1242.9473,10.84444748,4.221630809,Fruit/Vegetable,Medium,0.5469649691
Loamy soil,31.66825264,2367.353071,11.08594829,1.414380544,Commercial,Low,0.7977586028
Red soil,21.22638,1955.986068,11.11939649,4.871521804,Commercial,Low,0.5305529192
Loamy soil,26.7533153,2366.135554,11.72409371,3.716349043,Pulses,Low,0.7501396195
Sandy soil,34.36013837,2110.015764,11.29305653,4.500762293,Commercial,High,0.6808092775
Loamy soil,38.40492032,1526.87675,8.638001844,3.65369472,Fruit/Vegetable,Low,0.9468267439
Black soil,23.15078177,2964.856168,8.982376777,2.060690531,Fruit/Vegetable,Medium,0.6797987101
Loamy soil,34.89475651,1544.050494,7.844672101,4.939945228,Commercial,High,0.7085414315
Sandy soil,17.84058979,1207.138771,5.481516034,1.227038693,Pulses,High,0.7582254549
Loamy soil,20.113344,633.6850056,11.49362045,4.012847957,Cereal,Medium,0.6282621177
Red soil,30.2368766,1272.740838,11.27291429,4.280271872,Commercial,Medium,0.9775408311
Clayey soil,37.42152545,2956.879187,5.304520412,3.694268727,Commercial,Low,0.8521222674
Sandy soil,18.98786361,806.0768196,7.804192755,3.100650166,Fruit/Vegetable,Medium,0.8565963059
Loamy soil,30.96980546,2958.123853,7.972796211,2.165977342,Fruit/Vegetable,Low,0.7303840362
Red soil,19.36095323,507.0097534,4.434662015,2.346051663,Cereal,High,0.9731069631
Loamy soil,17.0359441,2158.680345,4.974901898,2.145615824,Pulses,Medium,0.68042753
Black soil,15.80355149,717.5171986,8.708970347,2.61990229,Pulses,High,0.6466731699
Clayey soil,37.35101867,2159.739384,10.96984548,4.933669368,Fruit/Vegetable,High,0.6153476347
Loamy soil,29.61372991,1452.566482,5.509023712,1.37178255,Pulses,High,0.5468751142
Red soil,28.14521656,2688.404199,10.01721501,2.982794921,Pulses,High,0.7149165948
Loamy soil,38.77458956,663.4394101,11.44357636,3.796340911,Fruit/Vegetable,High,0.7915548675
Sandy soil,36.63022315,2407.524503,9.493500168,4.679644984,Fruit/Vegetable,Low,0.5646099193
Clayey soil,27.96006707,1513.876867,4.384097414,3.711813436,Fruit/Vegetable,High,0.8951875033
Sandy soil,26.95657159,2055.207054,9.386435408,3.40451706,Fruit/Vegetable,Medium,0.5901066252
Red soil,28.76521863,2598.486302,7.910614814,1.509152628,Commercial,Low,0.5401195446
Red soil,36.15283525,1369.98097,5.831007149,1.417499039,Cereal,Medium,0.881015956
Black soil,19.01321861,2128.427812,11.79674456,3.183494038,Cereal,Medium,0.6567615156
Clayey soil,34.28366702,2110.068761,11.0459001,1.403376522,Cereal,High,0.5380831903
Loamy soil,18.84612548,2512.876359,10.69378827,3.355587952,Commercial,Low,0.9599337354
Clayey soil,28.62007081,1768.645349,11.70290966,2.550885712,Pulses,High,0.7427663957
Black soil,36.19409925,2407.403725,7.966105393,4.366171821,Pulses,Low,0.7119171762
Red soil,15.37833177,2689.934015,11.86387154,4.753018315,Cereal,Low,0.6863320393
Loamy soil,39.7177608,2257.609618,10.50077281,4.88648673,Pulses,High,0.5688349293
Sandy soil,17.66783982,2312.238617,11.0557707,2.814109982,Cereal,High,0.5141315723
Black soil,25.69538329,2833.121061,6.564487582,4.354985922,Cereal,Low,0.7545716746
Loamy soil,25.92468305,2633.455198,5.927217418,3.583548897,Fruit/Vegetable,Medium,0.5359513469
Loamy soil,26.13065388,1241.074836,7.284140246,4.369685253,Pulses,High,0.8187476837
Black soil,31.70072233,1617.900596,4.134494448,2.386030581,Cereal,Medium,0.7659392657
Loamy soil,36.14692722,2941.8763,8.05321045,4.240447282,Cereal,High,0.9199996803
Red soil,32.79057942,725.913731,11.832069,3.596879812,Cereal,Medium,0.8382971208
Clayey soil,21.65343277,1996.732872,7.173840095,2.141121914,Cereal,High,0.9915985381
Clayey soil,35.71385096,975.684092,11.80830408,2.201603449,Fruit/Vegetable,High,0.5816357394
Loamy soil,22.73198622,1127.931103,8.501312302,4.841446754,Fruit/Vegetable,Medium,0.6009763528
Black soil,30.72208932,867.5450666,7.152512115,4.071165086,Cereal,Medium,0.7037858573
Sandy soil,22.43310483,2466.492412,8.603511305,3.16850064,Fruit/Vegetable,Medium,0.5912105252
Sandy soil,17.96687131,2878.877309,8.339641992,3.519888847,Fruit/Vegetable,High,0.6359975937
Loamy soil,36.4413265,2503.981393,10.34225026,4.280999279,Fruit/Vegetable,High,0.6504215355
Red soil,27.3507556,2268.848277,4.341881695,3.0984475,Fruit/Vegetable,Medium,0.5589071348
Clayey soil,38.05751758,2926.239645,4.748028628,1.807848308,Cereal,High,0.8000695566
Sandy soil,22.03410847,1615.291447,5.754025742,4.986388575,Commercial,Medium,0.6732429789
Sandy soil,35.70370349,2127.044231,11.10326275,2.687779505,Cereal,High,0.8716144702
Sandy soil,36.15690934,1485.98905,5.061920122,2.926699497,Fruit/Vegetable,High,0.7495409786
Black soil,35.04245079,2012.241449,9.737763043,3.108524457,Commercial,High,0.9928635365
Loamy soil,36.66507109,1770.50445,11.89834594,2.079662696,Fruit/Vegetable,High,0.6678487123
Sandy soil,17.09434546,2291.719374,5.90546949,2.770205414,Commercial,Low,0.9783739403
Loamy soil,30.10911556,2640.359966,7.169971816,3.304961676,Commercial,Medium,0.9922344242
Red soil,26.05994285,2240.106598,7.106039923,1.533072825,Pulses,Medium,0.7925663233
Black soil,18.27731629,2991.256149,6.413129547,4.162781525,Fruit/Vegetable,Low,0.7663641927
Sandy soil,29.42875199,829.3376898,11.32053964,4.547545232,Commercial,Medium,0.8343642335
Sandy soil,27.63662891,2677.51415,7.348161892,2.536695644,Fruit/Vegetable,Low,0.736108287
Black soil,30.21743657,1253.015011,7.607000973,4.167189575,Commercial,High,0.780851175
Clayey soil,34.96971309,2554.380966,11.97911215,2.91644112,Fruit/Vegetable,High,0.9360042748
Black soil,16.16277864,1600.170851,5.298919105,1.83400829,Fruit/Vegetable,Low,0.6634299487
Red soil,19.04044562,914.6254428,8.088067597,1.063638283,Cereal,High,0.7448507697
Sandy soil,33.1053909,1271.26044,6.623778574,2.457911441,Commercial,Medium,0.5428685317
Clayey soil,15.41183979,1030.328347,10.60994092,1.528753538,Fruit/Vegetable,Medium,0.9072610354
Loamy soil,38.05518677,2086.13506,6.914663755,3.831149905,Cereal,Medium,0.6347197805
Clayey soil,36.98424831,2412.844782,9.272081895,1.44006626,Fruit/Vegetable,High,0.8403149445
Red soil,20.88831683,2824.263763,6.339944859,4.408487083,Commercial,Medium,0.8904990549
Black soil,30.01245264,1683.618839,8.997495922,2.547116467,Cereal,Medium,0.8648451533
Clayey soil,27.58244613,1315.313828,5.21848773,4.045354283,Fruit/Vegetable,Low,0.664311348
Black soil,33.19030212,2436.09275,7.776013871,3.508397633,Pulses,High,0.5718788099
Loamy soil,23.96895329,1424.856639,7.671475249,4.358834361,Commercial,Low,0.7655721189
Sandy soil,16.04395876,1086.127381,4.870510463,3.38070754,Pulses,Low,0.758491848
Loamy soil,24.00062232,1690.030872,11.05068545,3.610282112,Commercial,High,0.7509803722
Sandy soil,38.21479657,2781.917429,6.92089863,2.376976222,Pulses,High,0.8496240759
Black soil,31.27857471,2045.105252,9.626548199,3.392961169,Fruit/Vegetable,Low,0.680021364
Sandy soil,35.3586197,2937.845959,11.54912436,4.542863406,Commercial,Medium,0.7035671374
Red soil,22.99446197,858.6576062,9.532203584,1.608146503,Fruit/Vegetable,Medium,0.6639868511
Red soil,39.33426853,1753.213483,9.037217465,2.983029031,Cereal,Low,0.67862213
Clayey soil,22.71462427,1414.97267,10.5366997,4.617098957,Fruit/Vegetable,High,0.8620381485
Sandy soil,39.08739261,2504.767475,11.09182146,1.571201042,Commercial,Medium,0.5247005243
Red soil,34.87598432,2478.975179,4.63379573,2.905770758,Cereal,Medium,0.7541638231
Loamy soil,17.39294687,722.6362213,7.032035136,1.396007765,Commercial,Low,0.6514460929
Loamy soil,26.26826412,1669.070116,4.717090906,2.247434614,Commercial,High,0.9490209473
Red soil,17.31324095,2461.699132,9.201995287,1.685124889,Commercial,Medium,0.6791540892
Sandy soil,25.45073078,1786.608327,6.904742665,3.642637321,Cereal,High,0.8192563756
Sandy soil,22.63773903,2798.526541,7.893696136,1.070950739,Commercial,Medium,0.9530230667
Sandy soil,36.5679739,510.5218681,11.11654475,4.811062251,Cereal,Low,0.5914409928
Clayey soil,18.15595444,2138.619274,4.904854938,1.730019785,Cereal,Low,0.5525606844
Sandy soil,32.38711424,2283.704488,4.718443618,4.454385261,Fruit/Vegetable,Medium,0.601645763
Loamy soil,34.78608403,804.916832,10.07017746,2.815436925,Cereal,Medium,0.8609593123
Red soil,35.94440086,652.9173197,6.482985333,3.321361049,Commercial,Medium,0.6800484162
Sandy soil,27.81063094,2586.045732,4.070866864,2.937551324,Commercial,High,0.9660464942
Loamy soil,21.0061419,1770.457561,7.642054934,2.850891736,Fruit/Vegetable,Low,0.9224967908
Clayey soil,32.3104789,1205.623182,6.309188956,1.235583501,Cereal,Low,0.6264394468
Red soil,18.23361403,884.324232,4.952143516,1.655468654,Fruit/Vegetable,Medium,0.8754614856
Loamy soil,23.01069629,2562.207976,4.760060957,2.835073295,Fruit/Vegetable,Medium,0.991076682
Black soil,34.42872565,1069.987179,9.948557096,1.801009224,Fruit/Vegetable,Medium,0.7523901339
Black soil,20.20517806,622.489212,5.143602345,4.64004859,Fruit/Vegetable,High,0.5425191238
